-4.272787927835280941e-01 1.112466221307496284e+00
3.505380602262502254e-01 1.028892203684433682e+00
-7.080674116174393018e-02 8.605312589587130745e-01
3.557100992164585196e-01 7.680118090292343824e-01
1.117604298357738113e+00 7.324917796892987942e-01
2.561634148947622869e+00 1.170765962658313342e+00
1.857794399051329481e+00 4.796829898189813868e-01
2.569886340491674748e+00 6.571076781893093743e-01
1.783097994189246194e+00 1.317005942067602520e-01
1.426924394412267816e+00 -2.549280698949063506e-01
1.861934695298303133e+00 3.251011365987166446e-01
2.305239936065742512e+00 -1.972700480216945940e-01
1.520131708916494295e+00 9.530905312889045855e-02
1.012925529991120177e+00 -5.432152420820637317e-01
1.526422379370257376e+00 -2.398059746209239285e-01
9.857783920433600411e-01 -4.798214731781448861e-01
1.740277272420020838e+00 -6.595042138658268049e-01
3.235746548056536165e-01 -4.752645740817038611e-01
1.042309356454214964e+00 -9.824967354937137465e-01
1.615159595093710099e+00 -8.429545671810645402e-01
1.358187191462165488e+00 -9.213845235805797618e-01
-4.048341841570046729e-02 -1.050420437932420237e+00
2.043894708496860058e-01 -1.378290751030067485e+00
3.968709689351479497e-04 -8.662561524449901018e-01
-1.293191760219294162e+00 -5.401921733740691067e-01
-1.532045363679340300e+00 -4.841590142983017153e-01
-2.110627164179446069e+00 -7.667210693532893195e-01
-2.323448157447683737e+00 -6.565812980894474293e-01
-1.876447199619551753e+00 -2.750381550998692859e-01
-1.434250421699747591e+00 -2.437249166794296096e-01
-2.275576165888743230e+00 5.811798066691702402e-01
-1.685752730287848555e+00 2.552760841742519604e-01
-1.677675074896983087e+00 3.393906726139174213e-01
-2.505503437451949811e+00 8.045911673340216952e-01
-1.902373774716169752e+00 7.536495020354696539e-01
-1.845990758344947746e+00 5.970120005835570787e-01
-1.553018270988328009e+00 7.556710759308898906e-01
-7.716890976018835335e-01 1.384143088747035177e+00
1.265767655311671458e-01 1.394617982657586186e+00
1.292435279922909963e-02 1.410467622951674604e+00
2.180717369993675270e+00 8.871650878903337700e-01
